"name","rating","is_fav","link"
"Uśmiechnij się",4,FALSE,"https://www.filmweb.pl/film/U%C5%9Bmiechnij+si%C4%99-2022-10015105"
"Otchłań",7,FALSE,"https://www.filmweb.pl/film/Otch%C5%82a%C5%84-1989-993"
"Głębia strachu",4,FALSE,"https://www.filmweb.pl/film/G%C5%82%C4%99bia+strachu-2020-794849"
"Sok z żuka",7,FALSE,"https://www.filmweb.pl/film/Sok+z+%C5%BCuka-1988-9641"
"Beetlejuice Beetlejuice",5,FALSE,"https://www.filmweb.pl/film/Beetlejuice+Beetlejuice-2024-655222"
"Rodzaje życzliwości",6,FALSE,"https://www.filmweb.pl/film/Rodzaje+%C5%BCyczliwo%C5%9Bci-2024-10041273"
"Substancja",9,TRUE,"https://www.filmweb.pl/film/Substancja-2024-10051631"
"Pułapka",3,FALSE,"https://www.filmweb.pl/film/Pu%C5%82apka-2024-10043242"
"Strange Darling",7,TRUE,"https://www.filmweb.pl/film/Strange+Darling-2023-10026886"
"Obcy: Romulus",7,TRUE,"https://www.filmweb.pl/film/Obcy%3A+Romulus-2024-10010007"
"Pogromcy duchów: Imperium lodu",5,FALSE,"https://www.filmweb.pl/film/Pogromcy+duch%C3%B3w%3A+Imperium+lodu-2024-10043538"
"Królestwo",6,FALSE,"https://www.filmweb.pl/film/Kr%C3%B3lestwo-2007-195939"
"Ministerstwo Niebezpiecznych Drani",5,FALSE,"https://www.filmweb.pl/film/Ministerstwo+Niebezpiecznych+Drani-2024-10047641"
"Deadpool & Wolverine",5,FALSE,"https://www.filmweb.pl/film/Deadpool+%26+Wolverine-2024-868513"
"Kod zła",7,FALSE,"https://www.filmweb.pl/film/Kod+z%C5%82a-2024-10038152"
"Twisters",7,TRUE,"https://www.filmweb.pl/film/Twisters-2024-10022041"
"Banksterzy",2,FALSE,"https://www.filmweb.pl/film/Banksterzy-2020-847524"
"MaXXXine",5,FALSE,"https://www.filmweb.pl/film/MaXXXine-2024-10020053"
"Twister",5,FALSE,"https://www.filmweb.pl/film/Twister-1996-11270"
"Popiół i diament",8,FALSE,"https://www.filmweb.pl/film/Popi%C3%B3%C5%82+i+diament-1958-1118"
"Gliniarz z Beverly Hills: Axel F",5,FALSE,"https://www.filmweb.pl/film/Gliniarz+z+Beverly+Hills%3A+Axel+F-2024-690006"
"Ciche miejsce: Dzień pierwszy",6,FALSE,"https://www.filmweb.pl/film/Ciche+miejsce%3A+Dzie%C5%84+pierwszy-2024-875543"
"Do granic",6,FALSE,"https://www.filmweb.pl/film/Do+granic-2022-10024559"
"Spadek",4,FALSE,"https://www.filmweb.pl/film/Spadek-2024-10052777"
"Jak ukradłem 100 milionów",2,FALSE,"https://www.filmweb.pl/film/Jak+ukrad%C5%82em+100+milion%C3%B3w-2024-10041537"
"Porady na zdrady 2",3,FALSE,"https://www.filmweb.pl/film/Porady+na+zdrady+2-2023-10018060"
"W głowie się nie mieści 2",7,TRUE,"https://www.filmweb.pl/film/W+g%C5%82owie+si%C4%99+nie+mie%C5%9Bci+2-2024-10019716"
"Armageddon",6,FALSE,"https://www.filmweb.pl/film/Armageddon-1998-9"
"The Host: Potwór",7,FALSE,"https://www.filmweb.pl/film/The+Host%3A+Potw%C3%B3r-2006-251535"
"Zagadka zbrodni",8,TRUE,"https://www.filmweb.pl/film/Zagadka+zbrodni-2003-126171"
"Furiosa: Saga Mad Max",7,TRUE,"https://www.filmweb.pl/film/Furiosa%3A+Saga+Mad+Max-2024-849788"
"Hit Man",6,FALSE,"https://www.filmweb.pl/film/Hit+Man-2023-10039432"
"Jutro będzie nasze",8,TRUE,"https://www.filmweb.pl/film/Jutro+b%C4%99dzie+nasze-2023-10042305"
"Więzień labiryntu: Próby ognia",4,FALSE,"https://www.filmweb.pl/film/Wi%C4%99zie%C5%84+labiryntu%3A+Pr%C3%B3by+ognia-2015-724371"
"Królestwo Planety Małp",7,FALSE,"https://www.filmweb.pl/film/Kr%C3%B3lestwo+Planety+Ma%C5%82p-2024-848822"
"Abigail",5,FALSE,"https://www.filmweb.pl/film/Abigail-2024-10046254"
"Perfect Days",8,FALSE,"https://www.filmweb.pl/film/Perfect+Days-2023-10034351"
"Kaskader",6,FALSE,"https://www.filmweb.pl/film/Kaskader-2024-10017592"
"Nice Guys. Równi goście",7,TRUE,"https://www.filmweb.pl/film/Nice+Guys.+R%C3%B3wni+go%C5%9Bcie-2016-720886"
"Challengers",8,TRUE,"https://www.filmweb.pl/film/Challengers-2024-10008381"
"Straceni chłopcy",7,TRUE,"https://www.filmweb.pl/film/Straceni+ch%C5%82opcy-1987-11918"
"Arcydzieło czyli dekalog producenta filmowego",1,FALSE,"https://www.filmweb.pl/film/Arcydzie%C5%82o+czyli+dekalog+producenta+filmowego-2023-10034877"
"Śmiertelne zauroczenie",7,FALSE,"https://www.filmweb.pl/film/%C5%9Amiertelne+zauroczenie-1988-6139"
"Lisa Frankenstein",5,FALSE,"https://www.filmweb.pl/film/Lisa+Frankenstein-2024-10042583"
"Civil War",8,TRUE,"https://www.filmweb.pl/film/Civil+War-2024-10007248"
"Bracia ze stali",7,FALSE,"https://www.filmweb.pl/film/Bracia+ze+stali-2023-10022970"
"Anatomia upadku",8,FALSE,"https://www.filmweb.pl/film/Anatomia+upadku-2023-10032723"
"Wojna o planetę małp",8,TRUE,"https://www.filmweb.pl/film/Wojna+o+planet%C4%99+ma%C5%82p-2017-700190"
"John Lennon. Chłopak znikąd",5,FALSE,"https://www.filmweb.pl/film/John+Lennon.+Ch%C5%82opak+znik%C4%85d-2009-489805"
"Nasze magiczne Encanto",6,FALSE,"https://www.filmweb.pl/film/Nasze+magiczne+Encanto-2021-859721"
"Wykidajło",6,FALSE,"https://www.filmweb.pl/film/Wykidaj%C5%82o-1989-11815"
"Bękart",8,TRUE,"https://www.filmweb.pl/film/B%C4%99kart-2023-10013944"
"Pamięć",7,FALSE,"https://www.filmweb.pl/film/Pami%C4%99%C4%87-2023-10013720"
"80 milionów",6,FALSE,"https://www.filmweb.pl/film/80+milion%C3%B3w-2011-537460"
"Road House",6,FALSE,"https://www.filmweb.pl/film/Road+House-2024-10004334"
"Gorzko, gorzko!",1,FALSE,"https://www.filmweb.pl/film/Gorzko%2C+gorzko-2023-857110"
"Kochanek królowej",6,FALSE,"https://www.filmweb.pl/film/Kochanek+kr%C3%B3lowej-2012-508839"
"Interstellar",5,FALSE,"https://www.filmweb.pl/film/Interstellar-2014-375629"
"Negatyw",2,FALSE,"https://www.filmweb.pl/film/Negatyw-2022-10012540"
"Tylko nie ty",6,FALSE,"https://www.filmweb.pl/film/Tylko+nie+ty-2023-10035603"
"Diuna: Część druga",9,TRUE,"https://www.filmweb.pl/film/Diuna%3A+Cz%C4%99%C5%9B%C4%87+druga-2024-10003481"
"Sami swoi. Początek",5,FALSE,"https://www.filmweb.pl/film/Sami+swoi.+Pocz%C4%85tek-2024-10034266"
"Fuks 2",3,FALSE,"https://www.filmweb.pl/film/Fuks+2-2024-856963"
"Piep*zyć Mickiewicza",4,FALSE,"https://www.filmweb.pl/film/Piep*zy%C4%87+Mickiewicza-2024-10039375"
"Piękna katastrofa 2",3,FALSE,"https://www.filmweb.pl/film/Pi%C4%99kna+katastrofa+2-2024-10041521"
"Dobrzy nieznajomi",7,FALSE,"https://www.filmweb.pl/film/Dobrzy+nieznajomi-2023-10015514"
"Argylle - Tajny szpieg",5,FALSE,"https://www.filmweb.pl/film/Argylle+-+Tajny+szpieg-2024-876634"
"Baby boom czyli Kogel Mogel 5",3,FALSE,"https://www.filmweb.pl/film/Baby+boom+czyli+Kogel+Mogel+5-2024-10040797"
"Kod nieśmiertelności",6,FALSE,"https://www.filmweb.pl/film/Kod+nie%C5%9Bmiertelno%C5%9Bci-2011-418967"
"Sisu",6,TRUE,"https://www.filmweb.pl/film/Sisu-2022-10020122"
"Boyhood",8,TRUE,"https://www.filmweb.pl/film/Boyhood-2014-629125"
"Zaginiona dziewczyna",8,TRUE,"https://www.filmweb.pl/film/Zaginiona+dziewczyna-2014-695409"
"Chłopiec i czapla",7,FALSE,"https://www.filmweb.pl/film/Ch%C5%82opiec+i+czapla-2023-841976"
"Biedne istoty",8,TRUE,"https://www.filmweb.pl/film/Biedne+istoty-2023-874687"
"Przesilenie zimowe",8,TRUE,"https://www.filmweb.pl/film/Przesilenie+zimowe-2023-10032689"
"Buntownik z wyboru",8,TRUE,"https://www.filmweb.pl/film/Buntownik+z+wyboru-1997-21"
"Żółty szalik",7,FALSE,"https://www.filmweb.pl/film/%C5%BB%C3%B3%C5%82ty+szalik-2000-32453"
"Irlandczyk",8,TRUE,"https://www.filmweb.pl/film/Irlandczyk-2019-513794"
"Mad Max: Na drodze gniewu",9,TRUE,"https://www.filmweb.pl/film/Mad+Max%3A+Na+drodze+gniewu-2015-95747"
"S.W.A.T. Jednostka Specjalna",4,FALSE,"https://www.filmweb.pl/film/S.W.A.T.+Jednostka+Specjalna-2003-34735"
"Bartkowiak",4,FALSE,"https://www.filmweb.pl/film/Bartkowiak-2021-871820"
"Saltburn",6,FALSE,"https://www.filmweb.pl/film/Saltburn-2023-10040057"
"Akademia pana Kleksa",4,FALSE,"https://www.filmweb.pl/film/Akademia+pana+Kleksa-2023-10014264"
"Dream Scenario",7,TRUE,"https://www.filmweb.pl/film/Dream+Scenario-2023-10034393"
"Poskromienie złośnicy 2",2,FALSE,"https://www.filmweb.pl/film/Poskromienie+z%C5%82o%C5%9Bnicy+2-2023-10044221"
"Plan lekcji",4,FALSE,"https://www.filmweb.pl/film/Plan+lekcji-2022-10022445"
"Wonka",6,FALSE,"https://www.filmweb.pl/film/Wonka-2023-868783"
"Godzilla Minus One",8,TRUE,"https://www.filmweb.pl/film/Godzilla+Minus+One-2023-10038861"
"Ucieczka z Nowego Jorku",6,TRUE,"https://www.filmweb.pl/film/Ucieczka+z+Nowego+Jorku-1981-5450"
"Kronika świąteczna",5,FALSE,"https://www.filmweb.pl/film/Kronika+%C5%9Bwi%C4%85teczna-2018-813525"
"Napoleon",4,FALSE,"https://www.filmweb.pl/film/Napoleon-2023-864985"
"Słodkie zmartwienia",6,FALSE,"https://www.filmweb.pl/film/S%C5%82odkie+zmartwienia-1995-31609"
"Pusty człowiek",6,FALSE,"https://www.filmweb.pl/film/Pusty+cz%C5%82owiek-2020-772483"
"Tata",6,FALSE,"https://www.filmweb.pl/film/Tata-2022-878072"
"Monster",8,TRUE,"https://www.filmweb.pl/film/Monster-2023-10032679"
"Pokolenie Ikea",3,FALSE,"https://www.filmweb.pl/film/Pokolenie+Ikea-2023-10018322"
"Igrzyska śmierci: Ballada ptaków i węży",7,FALSE,"https://www.filmweb.pl/film/Igrzyska+%C5%9Bmierci%3A+Ballada+ptak%C3%B3w+i+w%C4%99%C5%BCy-2023-877751"
"Igrzyska śmierci: Kosogłos. Część 2",4,FALSE,"https://www.filmweb.pl/film/Igrzyska+%C5%9Bmierci%3A+Kosog%C5%82os.+Cz%C4%99%C5%9B%C4%87+2-2015-629224"
"Igrzyska śmierci: Kosogłos. Część 1",3,FALSE,"https://www.filmweb.pl/film/Igrzyska+%C5%9Bmierci%3A+Kosog%C5%82os.+Cz%C4%99%C5%9B%C4%87+1-2014-626983"
"Marvels",3,FALSE,"https://www.filmweb.pl/film/Marvels-2023-851629"
"Kapitan Marvel",6,FALSE,"https://www.filmweb.pl/film/Kapitan+Marvel-2019-726490"
"Bezmiar",6,FALSE,"https://www.filmweb.pl/film/Bezmiar-2022-10013971"
"Judasz i Czarny Mesjasz",6,FALSE,"https://www.filmweb.pl/film/Judasz+i+Czarny+Mesjasz-2021-858091"
"Tożsamość",5,FALSE,"https://www.filmweb.pl/film/To%C5%BCsamo%C5%9B%C4%87-2003-37511"
"Lokal zamknięty",2,FALSE,"https://www.filmweb.pl/film/Lokal+zamkni%C4%99ty-2021-874556"
"Miało cię nie być",6,FALSE,"https://www.filmweb.pl/film/Mia%C5%82o+ci%C4%99+nie+by%C4%87-2023-10014774"
"Poprzednie życie",7,TRUE,"https://www.filmweb.pl/film/Poprzednie+%C5%BCycie-2023-10029803"
"Przejścia",5,FALSE,"https://www.filmweb.pl/film/Przej%C5%9Bcia-2023-10025735"
"Wyrwa",5,FALSE,"https://www.filmweb.pl/film/Wyrwa-2023-10012444"
"Zabójca",7,TRUE,"https://www.filmweb.pl/film/Zab%C3%B3jca-2023-10002852"
"Śmietanka towarzyska",6,FALSE,"https://www.filmweb.pl/film/%C5%9Amietanka+towarzyska-2016-742862"
"Czas krwawego księżyca",8,FALSE,"https://www.filmweb.pl/film/Czas+krwawego+ksi%C4%99%C5%BCyca-2023-805204"
"Znachor",7,FALSE,"https://www.filmweb.pl/film/Znachor-2023-10030489"
"Święto ognia",6,FALSE,"https://www.filmweb.pl/film/%C5%9Awi%C4%99to+ognia-2023-10022197"
"Sekstaśma",4,FALSE,"https://www.filmweb.pl/film/Seksta%C5%9Bma-2014-638531"
"Lęk",6,FALSE,"https://www.filmweb.pl/film/L%C4%99k-2023-10015096"
"Doppelgänger. Sobowtór",6,FALSE,"https://www.filmweb.pl/film/Doppelg%C3%A4nger.+Sobowt%C3%B3r-2023-10014814"
"Imago",7,TRUE,"https://www.filmweb.pl/film/Imago-2023-872645"
"Chłopi",8,FALSE,"https://www.filmweb.pl/film/Ch%C5%82opi-2023-857962"
"Figurant",4,FALSE,"https://www.filmweb.pl/film/Figurant-2023-10014053"
"Kos",8,TRUE,"https://www.filmweb.pl/film/Kos-2023-870175"
"Horror Story",5,FALSE,"https://www.filmweb.pl/film/Horror+Story-2023-10039707"
"Teściowie 2",5,FALSE,"https://www.filmweb.pl/film/Te%C5%9Bciowie+2-2023-10021076"
"Wakacje Jasia Fasoli",4,FALSE,"https://www.filmweb.pl/film/Wakacje+Jasia+Fasoli-2007-257850"
"Freestyle",5,FALSE,"https://www.filmweb.pl/film/Freestyle-2023-10011892"
"Miłość do kwadratu jeszcze raz",3,FALSE,"https://www.filmweb.pl/film/Mi%C5%82o%C5%9B%C4%87+do+kwadratu+jeszcze+raz-2023-10029894"
"Miłość do kwadratu bez granic",2,FALSE,"https://www.filmweb.pl/film/Mi%C5%82o%C5%9B%C4%87+do+kwadratu+bez+granic-2023-10033067"
"Tajemnice Silver Lake",7,TRUE,"https://www.filmweb.pl/film/Tajemnice+Silver+Lake-2018-775006"
"Jumanji: Przygoda w dżungli",6,FALSE,"https://www.filmweb.pl/film/Jumanji%3A+Przygoda+w+d%C5%BCungli-2017-717250"
"Jumanji: Następny poziom",5,FALSE,"https://www.filmweb.pl/film/Jumanji%3A+Nast%C4%99pny+poziom-2019-834957"
"Rocky Horror Picture Show",7,FALSE,"https://www.filmweb.pl/film/Rocky+Horror+Picture+Show-1975-1462"
"Poskromienie złośnicy",3,FALSE,"https://www.filmweb.pl/film/Poskromienie+z%C5%82o%C5%9Bnicy-2022-10011096"
"West Side Story",7,FALSE,"https://www.filmweb.pl/film/West+Side+Story-1961-30726"
"Velvet Buzzsaw",4,FALSE,"https://www.filmweb.pl/film/Velvet+Buzzsaw-2019-808691"
"Wyrzutki",5,FALSE,"https://www.filmweb.pl/film/Wyrzutki-1983-10706"
"Dragonball: Ewolucja",1,FALSE,"https://www.filmweb.pl/film/Dragonball%3A+Ewolucja-2009-460812"
"Wyspa piratów",5,FALSE,"https://www.filmweb.pl/film/Wyspa+pirat%C3%B3w-1995-11824"
"Blue Beetle",5,FALSE,"https://www.filmweb.pl/film/Blue+Beetle-2023-869944"
"Mów do mnie!",7,FALSE,"https://www.filmweb.pl/film/M%C3%B3w+do+mnie-2022-10026657"
"Reality",7,FALSE,"https://www.filmweb.pl/film/Reality-2023-10026113"
"Gra fortuny",5,FALSE,"https://www.filmweb.pl/film/Gra+fortuny-2023-868880"
"Missing",6,FALSE,"https://www.filmweb.pl/film/Missing-2023-10021869"
"Obecność 3: Na rozkaz diabła",5,FALSE,"https://www.filmweb.pl/film/Obecno%C5%9B%C4%87+3%3A+Na+rozkaz+diab%C5%82a-2021-794645"
"Niebezpieczni dżentelmeni",6,FALSE,"https://www.filmweb.pl/film/Niebezpieczni+d%C5%BCentelmeni-2022-875018"
"Lęk pierwotny",7,FALSE,"https://www.filmweb.pl/film/L%C4%99k+pierwotny-1996-1067"
"Shazam! Gniew bogów",4,FALSE,"https://www.filmweb.pl/film/Shazam+Gniew+bog%C3%B3w-2023-845693"
"Masakra w Halloween",4,FALSE,"https://www.filmweb.pl/film/Masakra+w+Halloween-2016-739201"
"Chleb i sól",8,FALSE,"https://www.filmweb.pl/film/Chleb+i+s%C3%B3l-2022-877594"
"Nimona",6,FALSE,"https://www.filmweb.pl/film/Nimona-2023-811327"
"Wojownicze Żółwie Ninja: Zmutowany chaos",7,TRUE,"https://www.filmweb.pl/film/Wojownicze+%C5%BB%C3%B3%C5%82wie+Ninja%3A+Zmutowany+chaos-2023-10032160"
"Filip",6,FALSE,"https://www.filmweb.pl/film/Filip-2022-10015975"
"Piękna katastrofa",5,FALSE,"https://www.filmweb.pl/film/Pi%C4%99kna+katastrofa-2023-10005535"
"Bez urazy",6,FALSE,"https://www.filmweb.pl/film/Bez+urazy-2023-10002968"
"Oppenheimer",7,FALSE,"https://www.filmweb.pl/film/Oppenheimer-2023-10002817"
"Barbie",8,FALSE,"https://www.filmweb.pl/film/Barbie-2023-754800"
"Mission: Impossible - Dead Reckoning - Part One",7,FALSE,"https://www.filmweb.pl/film/Mission%3A+Impossible+-+Dead+Reckoning+-+Part+One-2023-832304"
"Między nami żywiołami",6,FALSE,"https://www.filmweb.pl/film/Mi%C4%99dzy+nami+%C5%BCywio%C5%82ami-2023-10019714"
"Merida Waleczna",7,FALSE,"https://www.filmweb.pl/film/Merida+Waleczna-2012-483796"
"Szybcy i wściekli 10",5,FALSE,"https://www.filmweb.pl/film/Szybcy+i+w%C5%9Bciekli+10-2023-763722"
"Indiana Jones i artefakt przeznaczenia",5,FALSE,"https://www.filmweb.pl/film/Indiana+Jones+i+artefakt+przeznaczenia-2023-527837"
"Dziewczyny z Dubaju®",3,FALSE,"https://www.filmweb.pl/film/Dziewczyny+z+Dubaju%C2%AE-2021-847757"
"Asteroid City",5,FALSE,"https://www.filmweb.pl/film/Asteroid+City-2023-878158"
"Osiem gór",6,FALSE,"https://www.filmweb.pl/film/Osiem+g%C3%B3r-2022-10013427"
"Flash",7,FALSE,"https://www.filmweb.pl/film/Flash-2023-219794"
"Gwiezdne wojny: Ostatni Jedi",7,TRUE,"https://www.filmweb.pl/film/Gwiezdne+wojny%3A+Ostatni+Jedi-2017-671049"
"Spider-Man: Poprzez multiwersum",8,TRUE,"https://www.filmweb.pl/film/Spider-Man%3A+Poprzez+multiwersum-2023-842826"
"Mała syrenka",6,FALSE,"https://www.filmweb.pl/film/Ma%C5%82a+syrenka-2023-836056"
"Szybcy i wściekli 9",6,FALSE,"https://www.filmweb.pl/film/Szybcy+i+w%C5%9Bciekli+9-2021-772936"
"Super Mario Bros. Film",5,TRUE,"https://www.filmweb.pl/film/Super+Mario+Bros.+Film-2023-850581"
"Dzień Matki",5,FALSE,"https://www.filmweb.pl/film/Dzie%C5%84+Matki-2023-10011888"
"Rycerze Zodiaku",3,FALSE,"https://www.filmweb.pl/film/Rycerze+Zodiaku-2023-10021265"
"C'mon C'mon",8,FALSE,"https://www.filmweb.pl/film/C%27mon+C%27mon-2021-850352"
"Strażnicy Galaktyki: Volume 3",8,TRUE,"https://www.filmweb.pl/film/Stra%C5%BCnicy+Galaktyki%3A+Volume+3-2023-806077"
"Ant-Man i Osa: Kwantomania",3,FALSE,"https://www.filmweb.pl/film/Ant-Man+i+Osa%3A+Kwantomania-2023-842825"
"Sonic: Szybki jak błyskawica",5,FALSE,"https://www.filmweb.pl/film/Sonic%3A+Szybki+jak+b%C5%82yskawica-2020-764224"
"Sokół z masłem orzechowym",7,FALSE,"https://www.filmweb.pl/film/Sok%C3%B3%C5%82+z+mas%C5%82em+orzechowym-2019-803764"
"Eternals",6,FALSE,"https://www.filmweb.pl/film/Eternals-2021-836119"
"Wesele",6,FALSE,"https://www.filmweb.pl/film/Wesele-2021-857506"
"Small World",3,FALSE,"https://www.filmweb.pl/film/Small+World-2021-846163"
"After. Ocal mnie",2,FALSE,"https://www.filmweb.pl/film/After.+Ocal+mnie-2021-869555"
"After 2",4,FALSE,"https://www.filmweb.pl/film/After+2-2020-837566"
"Piękna i rzeźnik",4,FALSE,"https://www.filmweb.pl/film/Pi%C4%99kna+i+rze%C5%BAnik-2020-860817"
"Wyprawa do dżungli",6,FALSE,"https://www.filmweb.pl/film/Wyprawa+do+d%C5%BCungli-2021-595547"
"Ściema po polsku",1,FALSE,"https://www.filmweb.pl/film/%C5%9Aciema+po+polsku-2021-870442"
"Nikt",6,FALSE,"https://www.filmweb.pl/film/Nikt-2021-840078"
"W jak morderstwo",4,FALSE,"https://www.filmweb.pl/film/W+jak+morderstwo-2021-863289"
"Dzika noc",5,FALSE,"https://www.filmweb.pl/film/Dzika+noc-2022-10016021"
"Nitram",7,FALSE,"https://www.filmweb.pl/film/Nitram-2021-875508"
"Słoń",7,FALSE,"https://www.filmweb.pl/film/S%C5%82o%C5%84-2022-10012675"
"Listy do M. 5",5,FALSE,"https://www.filmweb.pl/film/Listy+do+M.+5-2022-10011877"
"Chrzciny",6,FALSE,"https://www.filmweb.pl/film/Chrzciny-2022-856080"
"Baby Broker",6,FALSE,"https://www.filmweb.pl/film/Baby+Broker-2022-859404"
"Gdzie diabeł nie może, tam baby pośle",3,FALSE,"https://www.filmweb.pl/film/Gdzie+diabe%C5%82+nie+mo%C5%BCe%2C+tam+baby+po%C5%9Ble-2022-877296"
"Szczęścia chodzą parami",2,FALSE,"https://www.filmweb.pl/film/Szcz%C4%99%C5%9Bcia+chodz%C4%85+parami-2022-858127"
"Samiec Alfa",4,FALSE,"https://www.filmweb.pl/film/Samiec+Alfa-2022-10011865"
"Poszukiwacze zaginionej Arki",9,TRUE,"https://www.filmweb.pl/film/Poszukiwacze+zaginionej+Arki-1981-1216"
"American Gangster",7,FALSE,"https://www.filmweb.pl/film/American+Gangster-2007-130130"
"Jak zostać królem",6,FALSE,"https://www.filmweb.pl/film/Jak+zosta%C4%87+kr%C3%B3lem-2010-539270"
"Nieoszlifowane diamenty",8,FALSE,"https://www.filmweb.pl/film/Nieoszlifowane+diamenty-2019-792989"
"Martwe zło: Przebudzenie",7,FALSE,"https://www.filmweb.pl/film/Martwe+z%C5%82o%3A+Przebudzenie-2023-876952"
"Krzyk VI",7,FALSE,"https://www.filmweb.pl/film/Krzyk+VI-2023-10010778"
"Ślub doskonały",1,FALSE,"https://www.filmweb.pl/film/%C5%9Alub+doskona%C5%82y-2023-10005155"
"Pokusa",3,FALSE,"https://www.filmweb.pl/film/Pokusa-2023-10016191"
"Renfield",5,FALSE,"https://www.filmweb.pl/film/Renfield-2023-877674"
"Bo się boi",8,TRUE,"https://www.filmweb.pl/film/Bo+si%C4%99+boi-2023-10003754"
"Miłość, seks & pandemia",1,FALSE,"https://www.filmweb.pl/film/Mi%C5%82o%C5%9B%C4%87%2C+seks+%26+pandemia-2021-868026"
"Niewidzialna wojna",1,FALSE,"https://www.filmweb.pl/film/Niewidzialna+wojna-2022-10008125"
"Air",6,FALSE,"https://www.filmweb.pl/film/Air-2023-10030286"
"Dungeons & Dragons: Złodziejski honor",7,FALSE,"https://www.filmweb.pl/film/Dungeons+%26+Dragons%3A+Z%C5%82odziejski+honor-2023-751495"
"Blef doskonały",1,FALSE,"https://www.filmweb.pl/film/Blef+doskona%C5%82y-2021-875138"
"Kret",8,TRUE,"https://www.filmweb.pl/film/Kret-1970-104272"
"Ostatni samuraj",5,FALSE,"https://www.filmweb.pl/film/Ostatni+samuraj-2003-36447"
"M3GAN",6,FALSE,"https://www.filmweb.pl/film/M3GAN-2022-10006003"
"Star Trek",5,FALSE,"https://www.filmweb.pl/film/Star+Trek-1979-9748"
"John Wick 3",6,FALSE,"https://www.filmweb.pl/film/John+Wick+3-2019-792556"
"John Wick 4",8,TRUE,"https://www.filmweb.pl/film/John+Wick+4-2023-831520"
"John Wick",7,FALSE,"https://www.filmweb.pl/film/John+Wick-2014-698144"
"John Wick 2",8,FALSE,"https://www.filmweb.pl/film/John+Wick+2-2017-741135"
"Creed III",6,FALSE,"https://www.filmweb.pl/film/Creed+III-2023-870583"
"Aftersun",8,TRUE,"https://www.filmweb.pl/film/Aftersun-2022-10013300"
"Sąsiedzi",5,FALSE,"https://www.filmweb.pl/film/S%C4%85siedzi-2014-655844"
"Zadra",5,FALSE,"https://www.filmweb.pl/film/Zadra-2022-10006049"
"Clerks III",4,FALSE,"https://www.filmweb.pl/film/Clerks+III-2022-877112"
